Codename,Alias,Lat,Lon,ITEM2012,area,perimeter
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,201.5615234375,78.5052569829719
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,177.615234375,84.8700580877324
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,15710.4482421875,4024.99279750072
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,66.2080078125,43.7576481222249
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,5914.59375,1678.86639301533
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,94.3037109375,51.6619844130148
H28,Zakynthou,38.259222000000001,21.746347000000000,Other roads and associated land,198.8388671875,88.458593594019
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,85547.9296875,16653.5201176783
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,1460.1650390625,407.322044885007
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,43709.5107421875,10345.307333473
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,4046.6103515625,1180.34084542659
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,1332.40234375,469.593514855019
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,161.005859375,71.1717983761117
H31,Gounari,38.244875000000000,21.731674999999999,Other roads and associated land,1058.6923828125,375.087672989126
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,28342.8388671875,6528.53494140056
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,964.451171875,166.054620092804
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,13075.6796875,3917.59462017607
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,54692.65625,13023.1297593405
H32,Fintiou,38.234419000000003,21.735664000000000,Other roads and associated land,35446.6982421875,9662.36380341731
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,299.8125,112.158533015161
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,27617.4443359375,8238.04548128762
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,25684.0966796875,6934.5162861501
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,35311.81640625,9672.96947926021
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,1270.6005859375,432.099538640002
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,7.2294921875,13.8137429588285
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,661.22265625,230.021317532636
H29,Isaiou,38.225647000000002,21.733011000000001,Other roads and associated land,23636.7978515625,7278.56174056196
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,16116.673828125,4161.00568020551
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,29543.998046875,6469.83558564461
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,142.111328125,58.7354999918935
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,65.283203125,32.6093917232133
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,1556.4462890625,544.062106581139
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,330.533203125,121.494998187574
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,190.515625,76.7775798560488
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,10225.197265625,3173.65883225675
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,3.9208984375,15.0962298466845
H52,Dimaion,38.211322000000003,21.716843999999998,Other roads and associated land,1096.7548828125,377.292120822001
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,86.28515625,43.3810467945532
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,3969.130859375,1305.46012852049
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,351.8984375,129.529388069093
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,396.3203125,157.402113877547
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,542.3505859375,193.891757646217
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,13645.2939453125,3719.4415151619
H53,Mintilogli,38.186580999999997,21.706458000000001,Other roads and associated land,2905.95703125,986.883239397041
